respondent_id,h1n1_knowledge,behavioral_face_mask,doctor_recc_h1n1,doctor_recc_seasonal,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,income_poverty,household_children,employment_industry,employment_occupation,Y
85,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,4.0,7.0,1
86,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,-1.0,-1.0,4
87,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,3.0,1.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,-1.0,-1.0,4
88,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,-1.0,-1.0,3
89,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,18.0,5.0,4
90,1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.0,4.0,18.0,3
91,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,3.0,-1.0,2.0,-1.0,-1.0,3
92,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,19.0,13.0,4
93,1.0,0.0,0.0,0.0,0.0,-1.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,3.0,2.0,1.0,2.0,-1.0,-1.0,3
94,0.0,0.0,-1.0,-1.0,0.0,-1.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,-1.0,4
95,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,-1.0,-1.0,4
96,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,0.0,-1.0,-1.0,3
97,2.0,0.0,-1.0,-1.0,0.0,-1.0,4.0,1.0,0.0,4.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,-1.0,-1.0,3
98,1.0,0.0,0.0,0.0,1.0,-1.0,3.0,1.0,4.0,1.0,1.0,4.0,0.0,2.0,3.0,0.0,3.0,-1.0,-1.0,4
99,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,3.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,-1.0,-1.0,3
100,1.0,0.0,1.0,1.0,0.0,-1.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0,12.0,10.0,4
101,2.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,2.0,0.0,17.0,15.0,3
102,2.0,0.0,-1.0,-1.0,0.0,-1.0,2.0,4.0,0.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,0.0,-1.0,-1.0,3
103,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,-1.0,-1.0,4
104,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,3.0,3.0,-1.0,0.0,-1.0,-1.0,4
105,1.0,0.0,0.0,0.0,-1.0,-1.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,-1.0,4
106,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,-1.0,-1.0,4
107,1.0,0.0,0.0,0.0,0.0,-1.0,4.0,3.0,0.0,4.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,18.0,5.0,1
108,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,6.0,9.0,4
109,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,-1.0,-1.0,4
110,2.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,-1.0,-1.0,1
111,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,-1.0,0.0,19.0,13.0,4
112,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,7.0,1
113,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,19.0,13.0,4
114,1.0,0.0,0.0,0.0,1.0,-1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,3
115,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,4
116,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,11.0,10.0,1
117,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,-1.0,-1.0,4
118,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,4.0,2.0,3
119,2.0,0.0,0.0,0.0,0.0,-1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,6.0,8.0,3
120,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,-1.0,-1.0,4
121,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,14.0,10.0,2
122,2.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1
123,2.0,0.0,1.0,0.0,0.0,-1.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,0.0,-1.0,-1.0,3
124,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,18.0,5.0,4
125,1.0,0.0,0.0,1.0,0.0,-1.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,-1.0,-1.0,3
126,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,16.0,14.0,4
127,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,0.0,-1.0,-1.0,1
128,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,0.0,-1.0,-1.0,1
129,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,12.0,19.0,4
130,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,20.0,17.0,4
131,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,0.0,16.0,11.0,3
132,1.0,1.0,0.0,0.0,0.0,-1.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,12.0,17.0,4
133,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,1.0,0.0,-1.0,-1.0,3
134,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,-1.0,-1.0,3
135,1.0,0.0,0.0,0.0,0.0,-1.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,0.0,-1.0,-1.0,3
136,-1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,20.0,1
137,1.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,-1.0,-1.0,4
138,2.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,0.0,-1.0,-1.0,3
139,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,12.0,4
140,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,-1.0,-1.0,1
141,2.0,0.0,0.0,0.0,1.0,-1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,2.0,4
142,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,3.0,10.0,4
143,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,8.0,-1.0,4
144,1.0,0.0,0.0,0.0,0.0,-1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,21.0,4
145,2.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,2.0,3.0,0.0,4.0,4.0,2.0,3.0,1.0,0.0,-1.0,-1.0,4
146,1.0,0.0,1.0,1.0,0.0,-1.0,4.0,3.0,0.0,4.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,-1.0,-1.0,3
147,1.0,1.0,0.0,1.0,1.0,-1.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,0.0,4.0,10.0,3
148,2.0,0.0,0.0,0.0,1.0,-1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,4.0,2.0,3
149,1.0,0.0,-1.0,-1.0,0.0,-1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,19.0,13.0,4
150,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,8.0,7.0,4
151,2.0,0.0,0.0,0.0,0.0,-1.0,4.0,3.0,0.0,4.0,4.0,0.0,4.0,3.0,3.0,1.0,0.0,-1.0,-1.0,1
152,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,14.0,15.0,3
153,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,18.0,5.0,3
154,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,-1.0,0.0,-1.0,-1.0,4
155,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,18.0,5.0,3
156,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,7.0,4
157,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,12.0,10.0,4
158,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,-1.0,0.0,4.0,2.0,1
159,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,1
160,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,4.0,2.0,3.0,1.0,0.0,-1.0,-1.0,3
161,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,21.0,4
162,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,-1.0,3.0,0.0,4.0,2
163,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,14.0,21.0,4
164,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,0.0,-1.0,-1.0,3
165,1.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,-1.0,-1.0,4
166,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,4
